TransactionID,AccountID,TransactionAmount,TransactionDate,Location,DeviceID,IP Address,MerchantID,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,TransactionType_Debit,Channel_Branch,Channel_Online,CustomerOccupation_Engineer,CustomerOccupation_Retired,CustomerOccupation_Student,Balance_Category,Age_Category,Cluster,Cluster_After_FeatureSelection
TX000434,8,85.35,2023-07-05 16:08:25,45,4,5,23,66.0,166.0,1.0,2173.76,2024-11-04 08:06:25,True,False,False,False,True,False,Low,Senior,1,0
TX000435,5,79.75999999999999,2023-02-06 16:26:29,55,5,3,21,39.0,170.0,1.0,6452.14,2024-11-04 08:09:34,True,True,False,True,False,False,Moderate,Adult,1,0
TX000436,7,778.49,2023-07-03 16:48:21,59,5,5,25,75.0,107.0,1.0,7713.67,2024-11-04 08:09:21,False,False,True,False,True,False,High,Senior,1,0
TX000437,6,386.38,2023-01-24 16:00:14,50,4,3,24,42.0,135.0,1.0,5528.36,2024-11-04 08:10:06,True,False,True,True,False,False,Moderate,Adult,1,0
TX000438,5,165.25,2023-11-24 17:11:27,50,3,6,31,35.0,106.0,1.0,9939.94,2024-11-04 08:11:35,True,False,True,False,False,False,High,Adult,1,0
TX000439,5,14.29000000000002,2023-02-28 16:28:25,63,5,4,30,34.0,150.0,1.0,7016.99,2024-11-04 08:08:52,True,False,False,True,False,False,Moderate,Adult,1,0
TX000440,3,232.79,2023-09-20 17:36:06,55,3,4,29,55.0,145.0,1.0,2661.3,2024-11-04 08:11:40,False,True,False,False,True,False,Low,Mature,1,0
TX000442,2,92.29000000000002,2023-02-15 16:17:59,37,7,4,29,54.0,115.0,1.0,2026.3199999999997,2024-11-04 08:11:25,True,True,False,True,False,False,Low,Mature,1,0
TX000443,7,293.97,2023-11-13 17:34:15,50,6,4,26,68.0,153.0,1.0,7371.85,2024-11-04 08:08:57,True,True,False,False,True,False,Moderate,Senior,1,0
TX000444,3,136.32,2023-10-11 18:50:24,56,9,6,27,19.0,113.0,1.0,264.8299999999999,2024-11-04 08:09:24,True,False,True,False,False,True,Low,Young,0,1
TX000445,5,251.06,2023-12-06 17:27:14,53,3,6,24,36.0,34.0,1.0,10001.66,2024-11-04 08:10:13,True,False,True,False,False,False,High,Adult,1,0
TX000446,10,50.170000000000016,2023-09-18 16:57:44,50,5,3,23,77.0,35.0,1.0,7752.14,2024-11-04 08:10:59,False,False,False,False,True,False,High,Senior,1,0
TX000447,6,21.399999999999977,2023-12-26 16:07:28,58,3,5,17,34.0,258.0,1.0,9594.11,2024-11-04 08:11:40,True,True,False,True,False,False,High,Adult,1,0
TX000448,4,73.28,2023-03-10 17:33:12,57,6,2,24,21.0,20.999999999999986,1.0,1329.4099999999999,2024-11-04 08:10:57,True,True,False,False,False,True,Low,Young,0,1
TX000449,7,70.23000000000002,2023-09-13 16:18:07,58,3,2,32,38.0,260.0,1.0,11624.93,2024-11-04 08:07:16,True,False,False,False,False,False,Very High,Adult,1,0
TX000450,7,689.29,2023-01-06 17:30:07,41,4,8,19,22.0,100.0,1.0,168.84000000000015,2024-11-04 08:07:49,True,False,False,False,False,True,Low,Young,0,1
TX000451,7,745.03,2023-08-03 17:42:02,60,4,2,16,28.0,231.0,1.0,160.5699999999997,2024-11-04 08:09:15,True,False,True,False,False,True,Low,Young,0,1
TX000452,6,54.610000000000014,2023-12-04 16:10:04,49,5,4,22,58.0,160.0,1.0,7135.64,2024-11-04 08:07:19,True,False,False,True,False,False,Moderate,Mature,1,0
TX000453,5,54.05000000000001,2023-04-25 16:53:22,47,3,5,20,27.0,146.0,1.0,469.1400000000003,2024-11-04 08:11:34,True,True,False,False,False,True,Low,Young,0,1
TX000454,7,107.47,2023-04-12 17:39:29,50,3,3,19,67.0,144.0,1.0,7517.5,2024-11-04 08:12:09,True,False,True,False,True,False,Moderate,Senior,1,0
TX000456,3,219.63,2023-11-10 16:06:27,63,3,2,29,48.0,44.0,1.0,8013.63,2024-11-04 08:07:29,True,False,False,False,False,False,High,Adult,1,0
TX000457,7,188.7,2023-02-10 16:01:04,52,7,1,25,54.0,123.0,1.0,5077.06,2024-11-04 08:09:59,True,True,False,False,True,False,Moderate,Mature,1,0
TX000458,3,93.51999999999998,2023-08-14 17:41:24,58,7,4,25,51.0,97.0,1.0,2791.2,2024-11-04 08:08:04,True,False,True,True,False,False,Low,Mature,1,0
TX000459,7,275.92,2023-09-18 18:47:52,52,9,5,25,62.0,107.0,1.0,1777.38,2024-11-04 08:07:39,False,True,False,False,True,False,Low,Mature,1,0
TX000460,7,376.79,2023-01-30 17:47:18,49,3,9,23,68.0,265.0,1.0,7749.14,2024-11-04 08:08:44,True,True,False,False,True,False,High,Senior,1,0
TX000461,4,8.980000000000018,2023-08-21 16:07:13,55,2,4,21,66.0,56.0,1.0,4516.76,2024-11-04 08:10:53,True,False,True,False,True,False,Moderate,Senior,1,0
TX000462,5,697.32,2023-05-11 16:30:04,57,5,4,19,68.0,91.0,1.0,2016.02,2024-11-04 08:11:18,True,False,True,False,True,False,Low,Senior,1,0
TX000463,3,17.44999999999999,2023-09-13 16:41:19,59,4,6,26,18.0,88.0,1.0,1959.52,2024-11-04 08:09:39,True,False,False,False,False,True,Low,Young,0,1
TX000465,7,442.74,2023-10-16 17:47:41,51,2,9,29,23.0,136.0,1.0,1790.27,2024-11-04 08:09:45,True,True,False,False,False,True,Low,Young,0,1
TX000466,9,623.9,2023-08-08 17:44:21,53,4,2,28,27.0,249.0,1.0,711.4700000000003,2024-11-04 08:10:15,True,False,False,False,False,True,Low,Young,0,1
TX000468,5,63.41,2023-11-24 17:29:06,60,4,9,22,26.0,36.0,1.0,1546.2200000000003,2024-11-04 08:07:15,True,False,False,False,False,True,Low,Young,0,1
TX000469,6,346.85,2023-11-03 18:33:50,54,6,4,31,44.0,88.0,1.0,7208.15,2024-11-04 08:10:25,True,False,False,False,False,False,Moderate,Adult,1,0
TX000470,5,71.94999999999999,2023-02-13 16:39:52,59,5,3,27,59.0,53.0,1.0,9267.32,2024-11-04 08:06:23,False,False,True,True,False,False,High,Mature,1,0
TX000471,2,7.5,2023-02-17 16:08:54,44,4,3,25,63.0,36.0,1.0,6485.78,2024-11-04 08:11:28,True,False,True,False,True,False,Moderate,Mature,1,0
TX000472,6,206.46,2023-11-27 18:26:02,50,2,3,30,65.0,279.0,1.0,3984.38,2024-11-04 08:06:44,True,False,False,False,True,False,Moderate,Senior,1,0
TX000473,6,423.11,2023-07-25 18:41:02,47,4,4,21,60.0,47.0,1.0,412.77999999999975,2024-11-04 08:10:58,True,False,False,True,False,False,Low,Mature,1,0
TX000474,7,35.839999999999975,2023-03-28 17:23:54,53,7,3,30,54.0,172.0,1.0,4795.65,2024-11-04 08:10:57,False,False,True,False,True,False,Moderate,Mature,1,0
TX000475,10,88.6,2023-02-14 17:01:44,55,2,3,25,28.0,105.0,1.0,246.5699999999997,2024-11-04 08:08:47,False,True,False,False,False,True,Low,Young,0,1
TX000478,8,22.45999999999998,2023-05-17 16:03:51,52,7,8,22,54.0,78.0,1.0,6631.5,2024-11-04 08:07:46,True,False,True,False,True,False,Moderate,Mature,1,0
TX000479,3,334.89,2023-07-20 18:23:13,60,8,3,25,21.0,260.0,1.0,1661.6800000000003,2024-11-04 08:08:44,True,False,True,False,False,True,Low,Young,0,1
TX000480,1,319.27,2023-07-20 16:58:05,59,2,9,30,54.0,59.0,1.0,5504.01,2024-11-04 08:06:35,False,False,True,False,True,False,Moderate,Mature,1,0
TX000481,6,144.3,2023-12-08 17:24:44,60,4,3,22,18.0,88.0,1.0,312.1899999999996,2024-11-04 08:10:39,True,False,False,False,False,True,Low,Young,0,1
TX000482,5,348.7,2023-05-02 17:13:45,58,4,2,22,69.0,149.0,1.0,2445.58,2024-11-04 08:06:58,False,True,False,False,True,False,Low,Senior,1,0
TX000483,4,366.21,2023-01-12 17:57:06,60,4,3,25,62.0,181.0,1.0,10862.99,2024-11-04 08:11:36,True,False,False,False,False,False,High,Mature,1,0
TX000484,5,99.11000000000001,2023-05-01 16:58:41,58,7,5,29,55.0,12.0,1.0,5414.87,2024-11-04 08:09:35,True,False,True,False,True,False,Moderate,Mature,1,0
TX000485,9,539.35,2023-05-22 17:34:50,49,4,6,29,55.0,127.0,1.0,3919.44,2024-11-04 08:11:49,True,False,False,False,True,False,Moderate,Mature,1,0
TX000486,5,188.99,2023-06-08 16:43:06,60,5,12,31,58.0,92.0,1.0,7315.34,2024-11-04 08:07:32,True,True,False,True,False,False,Moderate,Mature,1,0
TX000488,6,710.14,2023-03-08 16:20:43,41,5,4,26,26.0,227.0,1.0,465.6300000000001,2024-11-04 08:12:20,True,False,False,False,False,True,Low,Young,0,1
TX000489,4,308.68,2023-02-27 17:14:10,49,6,7,25,53.0,170.0,1.0,9992.36,2024-11-04 08:10:16,True,False,True,False,False,False,High,Mature,1,0
TX000490,3,166.68,2023-03-27 18:47:56,56,1,6,20,57.0,139.0,1.0,5141.19,2024-11-04 08:12:19,True,False,False,False,True,False,Moderate,Mature,1,0
TX000491,6,0.9900000000000091,2023-09-13 16:55:14,63,6,5,20,45.0,133.0,1.0,4317.85,2024-11-04 08:09:12,True,False,False,True,False,False,Moderate,Adult,1,0
TX000493,6,66.57999999999998,2023-12-04 17:06:43,55,6,5,25,23.0,79.0,1.0,1636.3199999999997,2024-11-04 08:08:48,True,True,False,False,False,True,Low,Young,0,1
TX000494,5,223.43,2023-02-08 17:59:42,44,4,5,27,77.0,178.0,1.0,7932.41,2024-11-04 08:09:38,True,True,False,False,True,False,High,Senior,1,0
TX000495,6,659.95,2023-09-20 16:59:45,55,3,2,22,60.0,114.0,1.0,3927.69,2024-11-04 08:06:26,True,False,True,True,False,False,Moderate,Mature,1,0
TX000496,5,634.86,2023-08-10 16:28:55,56,3,3,26,27.0,45.0,1.0,588.5,2024-11-04 08:08:00,True,False,False,False,False,True,Low,Young,0,1
TX000497,6,286.5,2023-10-23 16:58:04,57,7,5,23,30.0,60.0,1.0,8517.95,2024-11-04 08:09:17,False,True,False,True,False,False,High,Young,1,0
TX000498,4,322.96,2023-11-27 16:21:20,58,3,4,25,76.0,168.0,1.0,2401.59,2024-11-04 08:11:24,False,True,False,False,True,False,Low,Senior,1,0
TX000499,3,654.48,2023-08-07 16:37:06,47,5,4,26,19.0,114.0,1.0,6776.41,2024-11-04 08:10:17,True,True,False,False,False,True,Moderate,Young,0,1
TX000500,4,157.97,2023-06-21 16:00:51,58,4,5,26,48.0,140.0,1.0,5529.92,2024-11-04 08:10:06,True,True,False,False,False,False,Moderate,Adult,1,0
TX000501,2,120.9,2023-07-12 16:17:27,63,7,12,23,40.0,52.0,1.0,9009.42,2024-11-04 08:08:19,True,True,False,False,False,False,High,Adult,1,0
TX000502,7,254.77,2023-01-18 16:47:29,60,3,5,18,57.0,57.0,1.0,5994.87,2024-11-04 08:07:07,True,True,False,True,False,False,Moderate,Mature,1,0
TX000503,5,795.96,2023-09-28 17:53:43,55,4,6,32,65.0,119.0,1.0,5468.58,2024-11-04 08:08:26,True,False,True,False,True,False,Moderate,Senior,1,0
TX000504,5,149.25,2023-04-10 16:38:45,59,4,4,22,39.0,142.0,1.0,5677.52,2024-11-04 08:07:41,True,False,False,True,False,False,Moderate,Adult,1,0
TX000505,3,3.420000000000016,2023-09-25 16:14:35,54,6,7,19,43.0,158.0,1.0,14180.21,2024-11-04 08:08:48,False,False,True,False,False,False,Very High,Adult,1,0
TX000506,7,68.19,2023-03-14 16:07:32,58,7,6,39,40.0,189.0,1.0,9895.1,2024-11-04 08:07:50,False,False,True,False,False,False,High,Adult,1,0
TX000507,5,493.42,2023-06-14 17:21:32,47,3,6,23,39.0,111.0,1.0,2232.84,2024-11-04 08:10:01,True,True,False,True,False,False,Low,Adult,0,1
TX000508,1,37.56999999999999,2023-04-26 18:35:50,41,7,9,21,57.0,42.0,1.0,7739.54,2024-11-04 08:09:21,True,False,False,False,True,False,High,Mature,1,0
TX000510,4,96.88999999999999,2023-03-16 16:02:01,50,7,3,28,59.0,53.0,1.0,6044.93,2024-11-04 08:11:06,True,False,False,False,True,False,Moderate,Mature,1,0
TX000511,5,448.33,2023-05-01 16:11:56,57,4,3,18,25.0,161.0,1.0,922.1900000000005,2024-11-04 08:09:44,True,False,False,False,False,True,Low,Young,0,1
TX000513,5,8.649999999999977,2023-06-05 17:08:37,49,7,12,19,48.0,273.0,1.0,10778.35,2024-11-04 08:09:03,True,False,True,False,False,False,High,Adult,1,0
TX000514,1,65.57,2023-04-06 17:24:16,56,8,7,23,41.0,82.0,1.0,7513.79,2024-11-04 08:06:26,True,False,True,True,False,False,Moderate,Adult,1,0
TX000515,2,539.81,2023-02-21 16:14:16,53,3,4,25,46.0,177.0,1.0,2051.25,2024-11-04 08:09:05,True,False,True,True,False,False,Low,Adult,0,1
TX000516,10,363.53,2023-01-18 17:03:54,54,1,6,30,63.0,142.0,1.0,1038.9099999999994,2024-11-04 08:10:57,True,False,False,False,True,False,Low,Mature,1,0
TX000517,8,64.9,2023-02-14 16:23:39,55,5,1,22,51.0,72.0,1.0,6854.61,2024-11-04 08:10:18,False,True,False,False,True,False,Moderate,Mature,1,0
TX000518,6,358.18,2023-04-10 16:44:52,57,3,4,30,18.0,157.0,1.0,619.8599999999997,2024-11-04 08:07:58,True,False,False,False,False,True,Low,Young,0,1
TX000519,6,167.2,2023-01-18 17:53:37,54,5,1,22,30.0,84.0,1.0,11320.83,2024-11-04 08:06:52,True,True,False,False,False,False,Very High,Young,1,0
TX000520,9,121.91,2023-06-26 18:39:52,56,7,4,29,60.0,133.0,1.0,14510.8,2024-11-04 08:08:59,True,True,False,False,False,False,Very High,Mature,1,0
TX000521,3,137.57,2023-12-11 17:26:22,47,5,4,22,54.0,70.0,1.0,5103.67,2024-11-04 08:11:22,True,False,True,True,False,False,Moderate,Mature,1,0
TX000522,9,534.62,2023-12-05 17:51:28,60,4,3,26,55.0,45.0,1.0,13793.53,2024-11-04 08:06:35,True,False,True,False,False,False,Very High,Mature,1,0
TX000523,6,463.9200000000001,2023-03-13 16:41:12,56,2,6,17,50.0,199.0,1.0,2403.39,2024-11-04 08:09:14,True,False,True,True,False,False,Low,Mature,0,1
TX000524,3,320.14,2023-01-31 16:58:42,49,5,2,23,60.0,96.0,1.0,3075.97,2024-11-04 08:07:40,True,False,True,False,True,False,Low,Mature,1,0
TX000525,5,214.93,2023-05-15 17:02:15,37,7,5,31,28.0,52.0,1.0,7835.4,2024-11-04 08:08:51,True,False,True,False,False,True,High,Young,0,0
TX000526,3,660.02,2023-10-12 16:57:36,52,3,8,21,20.0,84.0,1.0,414.4300000000003,2024-11-04 08:08:35,True,True,False,False,False,True,Low,Young,0,1
TX000527,4,345.81,2023-06-26 16:10:57,55,4,2,25,40.0,135.0,1.0,6116.8,2024-11-04 08:12:14,True,True,False,True,False,False,Moderate,Adult,1,0
TX000528,1,143.54,2023-10-16 16:06:05,58,4,4,24,71.0,80.0,1.0,6067.62,2024-11-04 08:08:22,True,False,False,False,True,False,Moderate,Senior,1,0
TX000529,9,42.55000000000004,2023-03-31 18:57:11,57,5,5,30,53.0,29.0,1.0,7341.43,2024-11-04 08:10:32,True,True,False,True,False,False,Moderate,Mature,1,0
TX000531,6,541.79,2023-08-11 16:43:45,56,3,4,21,22.0,125.0,1.0,1454.08,2024-11-04 08:11:29,True,False,False,False,False,True,Low,Young,0,1
TX000532,6,40.56999999999999,2023-02-13 17:02:27,47,6,4,24,26.0,63.0,1.0,1476.9099999999999,2024-11-04 08:06:37,True,True,False,False,False,True,Low,Young,0,1
TX000534,4,498.67,2023-12-05 16:19:23,56,6,5,22,28.0,244.0,1.0,1719.9700000000003,2024-11-04 08:08:24,True,False,True,False,False,True,Low,Young,0,1
TX000535,4,227.22,2023-03-27 18:52:04,41,2,5,23,53.0,220.0,1.0,832.8199999999997,2024-11-04 08:11:56,True,False,False,False,False,False,Low,Mature,0,1
TX000537,6,56.94,2023-12-11 16:52:47,63,2,3,22,76.0,74.0,1.0,7004.63,2024-11-04 08:07:42,False,False,True,False,True,False,Moderate,Senior,1,0
TX000538,6,629.8199999999999,2023-07-17 16:22:23,53,4,2,20,68.0,159.0,1.0,6385.69,2024-11-04 08:11:59,True,False,False,False,True,False,Moderate,Senior,1,0
TX000539,6,59.44,2023-06-13 17:52:56,56,4,8,29,35.0,176.0,1.0,5472.03,2024-11-04 08:06:34,True,False,True,True,False,False,Moderate,Adult,0,1
TX000540,7,186.69,2023-12-29 16:38:21,52,3,4,29,30.0,54.0,1.0,8602.22,2024-11-04 08:08:12,True,True,False,True,False,False,High,Young,1,0
TX000541,7,230.46,2023-04-25 17:33:27,56,3,4,24,19.0,179.0,1.0,162.52999999999975,2024-11-04 08:08:50,True,False,True,False,False,True,Low,Young,0,1
TX000542,4,65.09,2023-02-28 17:58:02,57,5,6,32,44.0,159.0,1.0,9370.9,2024-11-04 08:09:41,False,False,True,True,False,False,High,Adult,1,0
TX000543,3,457.09,2023-05-25 16:52:57,52,2,4,25,55.0,63.0,1.0,8570.82,2024-11-04 08:08:45,False,False,True,True,False,False,High,Mature,1,0
TX000544,4,552.02,2023-11-30 16:51:46,56,3,5,21,44.0,100.0,1.0,522.0799999999999,2024-11-04 08:09:25,False,False,False,True,False,False,Low,Adult,0,1
TX000545,4,377.12,2023-08-14 17:12:27,56,7,5,22,34.0,61.0,1.0,836.6700000000001,2024-11-04 08:11:40,True,False,False,True,False,False,Low,Adult,0,1
TX000546,4,204.56,2023-09-11 17:51:17,51,1,6,30,18.0,179.0,1.0,364.72000000000025,2024-11-04 08:10:26,False,True,False,False,False,True,Low,Young,0,1
TX000547,9,420.28,2023-05-17 17:28:25,45,3,3,29,35.0,144.0,1.0,8557.32,2024-11-04 08:09:01,True,True,False,False,False,False,High,Adult,1,0
TX000549,7,124.59,2023-05-05 17:32:18,63,7,3,31,27.0,171.0,1.0,129.28999999999996,2024-11-04 08:09:21,True,True,False,False,False,True,Low,Young,0,1
TX000550,10,73.88,2023-01-02 16:27:18,63,2,3,29,39.0,34.0,1.0,6474.41,2024-11-04 08:09:09,True,False,True,False,False,False,Moderate,Adult,1,0
TX000551,8,77.43,2023-01-19 16:11:12,55,2,4,26,21.0,169.0,1.0,1380.21,2024-11-04 08:06:33,True,False,True,False,False,True,Low,Young,0,1
TX000553,7,245.93,2023-06-06 18:53:35,58,4,7,25,54.0,172.0,1.0,7986.63,2024-11-04 08:11:58,True,True,False,True,False,False,High,Mature,1,0
TX000554,5,622.41,2023-12-11 16:57:41,55,3,8,27,64.0,125.0,1.0,7322.01,2024-11-04 08:07:48,True,False,False,False,False,False,Moderate,Mature,1,0
TX000555,9,43.72999999999999,2023-04-03 16:43:29,59,6,6,25,34.0,145.0,1.0,9929.43,2024-11-04 08:10:33,True,False,False,False,False,False,High,Adult,1,0
TX000557,5,2.0299999999999727,2024-01-01 16:07:05,55,5,4,18,33.0,28.0,1.0,3012.31,2024-11-04 08:08:50,False,False,False,True,False,False,Low,Young,0,1
TX000558,4,770.65,2023-07-05 17:49:26,53,4,4,19,31.0,137.0,1.0,7198.8,2024-11-04 08:09:01,True,False,True,False,False,False,Moderate,Young,0,1
TX000559,6,260.31,2023-02-28 16:46:55,50,2,5,31,63.0,113.0,1.0,10980.38,2024-11-04 08:12:03,True,True,False,False,False,False,High,Mature,1,0
TX000560,8,356.1,2023-10-25 16:13:39,60,8,3,22,26.0,187.0,1.0,868.3500000000004,2024-11-04 08:11:02,False,True,False,False,False,True,Low,Young,0,1
TX000561,6,27.069999999999993,2023-03-06 17:39:01,50,7,1,26,80.0,39.0,1.0,3773.29,2024-11-04 08:09:57,False,True,False,False,True,False,Low,Senior,1,0
TX000562,6,119.88999999999999,2023-12-19 17:11:31,63,5,9,26,67.0,60.0,1.0,6697.77,2024-11-04 08:09:02,True,False,False,False,False,False,Moderate,Senior,1,0
TX000563,4,106.38999999999999,2023-02-13 18:42:09,50,5,4,24,37.0,281.0,1.0,9410.99,2024-11-04 08:10:32,True,False,True,False,False,False,High,Adult,1,0
TX000564,2,12.04000000000002,2023-11-15 16:08:52,60,4,6,21,37.0,58.0,1.0,6213.32,2024-11-04 08:08:25,True,False,True,True,False,False,Moderate,Adult,1,0
TX000566,5,29.379999999999995,2023-02-15 16:30:09,47,3,9,25,28.0,63.0,1.0,1663.31,2024-11-04 08:11:08,False,True,False,False,False,True,Low,Young,0,1
TX000567,4,319.85,2023-07-26 16:44:22,60,7,3,21,60.0,148.0,1.0,711.6599999999999,2024-11-04 08:07:45,True,False,False,False,False,False,Low,Mature,1,1
TX000568,1,350.14,2023-03-24 18:50:42,63,3,5,21,75.0,38.0,1.0,2403.25,2024-11-04 08:08:40,False,False,True,False,True,False,Low,Senior,1,0
TX000569,7,163.94,2023-08-03 18:49:37,50,3,1,20,52.0,73.0,1.0,5957.37,2024-11-04 08:09:51,False,True,False,False,True,False,Moderate,Mature,1,0
TX000570,9,170.53,2023-02-06 18:59:44,60,4,4,20,24.0,58.0,1.0,801.0100000000002,2024-11-04 08:09:49,True,True,False,False,False,True,Low,Young,0,1
TX000571,5,262.22,2023-07-13 17:48:24,47,4,6,19,40.0,136.0,1.0,5711.71,2024-11-04 08:12:12,False,False,False,True,False,False,Moderate,Adult,1,0
TX000572,7,41.49000000000001,2023-04-24 16:47:20,37,7,6,17,24.0,13.000000000000014,1.0,928.3299999999999,2024-11-04 08:12:03,True,False,True,False,False,True,Low,Young,0,1
TX000573,6,121.43,2023-03-21 16:20:33,50,4,3,28,52.0,243.0,1.0,7365.28,2024-11-04 08:07:28,False,True,False,True,False,False,Moderate,Mature,1,0
TX000574,3,350.46,2023-12-08 16:16:02,52,5,7,17,51.0,165.0,1.0,5839.38,2024-11-04 08:06:32,True,True,False,False,True,False,Moderate,Mature,1,0
TX000575,5,220.40999999999997,2023-09-04 16:42:49,41,6,2,26,26.0,155.0,1.0,5116.98,2024-11-04 08:10:04,False,False,True,True,False,False,Moderate,Young,0,1
TX000576,8,33.45999999999998,2023-02-20 16:52:03,57,5,4,24,72.0,111.0,1.0,3641.07,2024-11-04 08:09:12,True,False,False,False,True,False,Low,Senior,1,0
TX000577,9,104.79000000000002,2023-08-07 16:06:32,60,7,1,23,70.0,223.0,1.0,1352.19,2024-11-04 08:10:07,True,False,False,False,False,False,Low,Senior,1,0
TX000578,8,246.27,2023-12-27 16:48:30,58,5,6,24,29.0,141.0,1.0,7299.86,2024-11-04 08:10:57,True,False,True,False,False,False,Moderate,Young,0,1
TX000579,4,48.849999999999994,2023-12-08 16:45:12,44,4,4,22,19.0,176.0,1.0,1503.56,2024-11-04 08:07:15,True,False,False,False,False,True,Low,Young,0,1
TX000580,4,332.0,2023-04-27 16:27:41,63,4,7,31,69.0,17.0,1.0,5943.13,2024-11-04 08:07:03,True,False,False,False,True,False,Moderate,Senior,1,0
TX000581,5,118.1,2023-10-31 16:49:13,58,3,1,25,54.0,167.0,1.0,895.6599999999999,2024-11-04 08:09:14,True,False,True,True,False,False,Low,Mature,0,1
TX000582,3,84.59,2023-04-19 16:54:46,49,8,9,26,67.0,10.0,1.0,5669.1,2024-11-04 08:07:12,False,True,False,False,False,False,Moderate,Senior,1,0
TX000583,8,295.64,2023-12-14 17:31:18,53,5,5,23,21.0,82.0,1.0,1061.96,2024-11-04 08:10:41,True,False,True,False,False,True,Low,Young,0,1
TX000584,4,514.33,2023-06-02 16:27:08,58,1,6,22,25.0,160.0,1.0,1592.94,2024-11-04 08:12:17,True,True,False,False,False,True,Low,Young,0,1
TX000586,12,94.58999999999997,2023-12-01 17:04:00,45,5,8,24,39.0,34.0,1.0,6171.89,2024-11-04 08:10:37,True,False,True,False,False,False,Moderate,Adult,1,0
TX000587,6,80.43,2023-01-04 16:09:43,47,4,6,32,59.0,157.0,1.0,5987.67,2024-11-04 08:08:18,True,True,False,False,True,False,Moderate,Mature,1,0
TX000588,3,54.25,2023-07-31 16:51:50,50,5,3,25,68.0,37.0,1.0,14783.33,2024-11-04 08:08:53,True,False,True,False,False,False,Very High,Senior,1,0
TX000590,7,518.85,2023-10-23 18:37:47,54,3,2,31,22.0,82.0,1.0,1806.0,2024-11-04 08:06:37,True,False,True,False,False,True,Low,Young,0,1
TX000591,5,10.649999999999977,2023-04-24 16:24:49,47,6,2,18,54.0,161.0,1.0,13240.719999999998,2024-11-04 08:10:21,True,False,True,False,False,False,Very High,Mature,1,0
TX000592,4,198.62,2023-05-15 16:19:14,63,3,3,11,27.0,84.0,1.0,1196.0699999999997,2024-11-04 08:06:38,False,True,False,False,False,True,Low,Young,0,1
TX000593,5,107.03,2023-03-06 18:27:13,56,2,5,31,27.0,73.0,1.0,1408.0699999999997,2024-11-04 08:12:13,True,True,False,False,False,True,Low,Young,0,1
TX000596,6,346.11,2023-01-04 17:00:17,44,5,4,26,41.0,213.0,1.0,9551.64,2024-11-04 08:08:03,True,True,False,True,False,False,High,Adult,1,0
TX000597,5,138.06,2023-07-25 17:21:53,63,2,1,25,44.0,159.0,1.0,1070.4700000000007,2024-11-04 08:06:52,True,True,False,True,False,False,Low,Adult,0,1
TX000598,5,158.02,2023-09-20 17:09:14,52,5,5,39,49.0,120.0,1.0,9374.24,2024-11-04 08:09:57,True,False,False,True,False,False,High,Adult,1,0
TX000599,7,830.01,2023-07-21 16:43:59,56,3,3,25,66.0,96.0,1.0,4253.18,2024-11-04 08:11:27,False,False,True,False,True,False,Moderate,Senior,1,0
TX000600,3,435.5,2023-05-15 18:41:05,60,4,5,20,55.0,112.0,1.0,6981.03,2024-11-04 08:09:40,True,False,False,False,True,False,Moderate,Mature,1,0
TX000601,4,110.49000000000001,2023-10-31 17:06:47,55,5,6,30,57.0,47.999999999999986,1.0,10483.93,2024-11-04 08:12:20,True,False,True,False,False,False,High,Mature,1,0
TX000602,5,329.4,2023-12-25 16:30:09,60,2,8,22,34.0,68.0,1.0,9588.07,2024-11-04 08:07:55,True,False,True,False,False,False,High,Adult,1,0
TX000603,4,635.4,2023-09-19 16:55:00,60,5,6,24,47.0,106.0,1.0,1238.1099999999997,2024-11-04 08:11:45,True,False,False,False,False,False,Low,Adult,0,1
TX000604,5,769.97,2023-02-16 18:56:44,51,3,3,24,22.0,23.0,1.0,1244.9300000000003,2024-11-04 08:09:51,True,True,False,False,False,True,Low,Young,0,1
TX000605,6,175.07,2023-09-04 17:46:20,53,4,4,27,26.0,169.0,1.0,1040.25,2024-11-04 08:08:15,True,True,False,False,False,True,Low,Young,0,1
TX000606,3,7.310000000000002,2023-06-26 16:04:11,49,2,4,30,78.0,282.0,1.0,5757.67,2024-11-04 08:07:15,True,True,False,False,True,False,Moderate,Senior,1,0
TX000607,10,175.14999999999998,2023-11-09 17:02:41,55,1,3,23,27.0,32.0,1.0,1712.65,2024-11-04 08:09:45,True,False,False,False,False,True,Low,Young,0,1
TX000609,3,121.82,2023-09-08 18:24:14,44,2,3,20,60.0,119.0,1.0,13293.829999999998,2024-11-04 08:11:30,True,False,True,False,False,False,Very High,Mature,1,0
TX000610,4,56.119999999999976,2023-09-13 18:49:55,41,5,6,22,30.0,102.0,1.0,8839.67,2024-11-04 08:09:30,True,False,False,False,False,False,High,Young,1,0
TX000611,5,424.7,2023-01-30 17:37:14,56,4,4,20,56.0,178.0,1.0,6239.89,2024-11-04 08:08:25,False,False,True,False,True,False,Moderate,Mature,1,0
TX000612,9,35.160000000000025,2023-10-25 17:50:23,56,4,6,20,32.0,130.0,1.0,8459.18,2024-11-04 08:10:34,True,True,False,True,False,False,High,Young,1,0
TX000613,4,35.73000000000002,2023-06-12 16:48:03,56,4,5,30,65.0,87.0,1.0,9073.17,2024-11-04 08:11:09,True,True,False,False,False,False,High,Senior,1,0
